"Start","End","Team","League","Salary","Player","ID","Season"
"2017","18","Portland Trail Blazers","NBA","$7,319,035","Al-Farouq Aminu","aminual01","2017-18"
"2018","19","Portland Trail Blazers","NBA","$6,957,105","Al-Farouq Aminu","aminual01","2018-19"
"2019","20","Orlando Magic","NBA","$9,258,000","Al-Farouq Aminu","aminual01","2019-20"
"2006","07","Philadelphia 76ers","NBA","$105,696","Lou Amundson","amundlo01","2006-07"
"2006","07","Sacramento Kings","NBA","$75,000","Lou Amundson","amundlo01","2006-07"
"2006","07","Utah Jazz","NBA","$35,232","Lou Amundson","amundlo01","2006-07"
"2007","08","Philadelphia 76ers","NBA","$687,456","Lou Amundson","amundlo01","2007-08"
"2008","09","Phoenix Suns","NBA","$797,581","Lou Amundson","amundlo01","2008-09"
"2009","10","Phoenix Suns","NBA","$855,189","Lou Amundson","amundlo01","2009-10"
"2010","11","Golden State Warriors","NBA","$2,225,000","Lou Amundson","amundlo01","2010-11"
"2011","12","Indiana Pacers","NBA","$2,403,000","Lou Amundson","amundlo01","2011-12"
"2012","13","Minnesota Timberwolves","NBA","$1,069,509","Lou Amundson","amundlo01","2012-13"
"2014","15","New York Knicks","NBA","$409,167","Lou Amundson","amundlo01","2014-15"
"2015","16","New York Knicks","NBA","$1,650,000","Lou Amundson","amundlo01","2015-16"
"2016","17","New York Knicks","NBA","$1,551,659","Lou Amundson","amundlo01","2016-17"
"2001","02","Denver Nuggets","NBA","$288,171","Chris Andersen","anderch01","2001-02"
"2002","03","Denver Nuggets","NBA","$512,435","Chris Andersen","anderch01","2002-03"
"2003","04","Denver Nuggets","NBA","$638,679","Chris Andersen","anderch01","2003-04"
"2004","05","New Orleans Hornets","NBA","$1,600,000","Chris Andersen","anderch01","2004-05"
"2005","06","New Orleans/Oklahoma City Hornets","NBA","$3,500,000","Chris Andersen","anderch01","2005-06"
"2008","09","Denver Nuggets","NBA","$998,398","Chris Andersen","anderch01","2008-09"
"2009","10","Denver Nuggets","NBA","$3,650,000","Chris Andersen","anderch01","2009-10"
"2010","11","Denver Nuggets","NBA","$4,533,300","Chris Andersen","anderch01","2010-11"
"2011","12","Denver Nuggets","NBA","$4,234,000","Chris Andersen","anderch01","2011-12"
"2012","13","Denver Nuggets","NBA","$4,526,000","Chris Andersen","anderch01","2012-13"
"2012","13","Miami Heat","NBA","$699,952","Chris Andersen","anderch01","2012-13"
"2013","14","Miami Heat","NBA","$1,399,507","Chris Andersen","anderch01","2013-14"
"2014","15","Miami Heat","NBA","$5,375,000","Chris Andersen","anderch01","2014-15"
"2015","16","Memphis Grizzlies","NBA","$5,000,000","Chris Andersen","anderch01","2015-16"
"2016","17","Charlotte Hornets","NBA","$1,551,659","Chris Andersen","anderch01","2016-17"
"2009","10","Houston Rockets","NBA","$2,300,000","David Andersen","anderda03","2009-10"
"2010","11","New Orleans Hornets","NBA","$2,500,000","David Andersen","anderda03","2010-11"
"2005","06","Charlotte Bobcats","NBA","$398,762","Alan Anderson","anderal01","2005-06"
"2006","07","Charlotte Bobcats","NBA","$102,131","Alan Anderson","anderal01","2006-07"
"2012","13","Toronto Raptors","NBA","$885,120","Alan Anderson","anderal01","2012-13"
"2013","14","Brooklyn Nets","NBA","$947,907","Alan Anderson","anderal01","2013-14"
"2014","15","Brooklyn Nets","NBA","$1,276,061","Alan Anderson","anderal01","2014-15"
"2015","16","Washington Wizards","NBA","$4,000,000","Alan Anderson","anderal01","2015-16"
"2016","17","Los Angeles Clippers","NBA","$1,315,448","Alan Anderson","anderal01","2016-17"
"1997","98","Cleveland Cavaliers","NBA","$1,107,240","Derek Anderson","anderde01","1997-98"
"1998","99","Cleveland Cavaliers","NBA","$1,273,000","Derek Anderson","anderde01","1998-99"
"1999","00","Los Angeles Clippers","NBA","$1,439,400","Derek Anderson","anderde01","1999-00"
"2000","01","San Antonio Spurs","NBA","$2,250,000","Derek Anderson","anderde01","2000-01"
"2001","02","Portland Trail Blazers","NBA","$6,495,000","Derek Anderson","anderde01","2001-02"
"2002","03","Portland Trail Blazers","NBA","$7,144,500","Derek Anderson","anderde01","2002-03"
"2003","04","Portland Trail Blazers","NBA","$7,794,000","Derek Anderson","anderde01","2003-04"
"2004","05","Portland Trail Blazers","NBA","$8,443,500","Derek Anderson","anderde01","2004-05"
"2005","06","Portland Trail Blazers","NBA","$9,093,000","Derek Anderson","anderde01","2005-06"
"2005","06","Houston Rockets","NBA","$1,670,000","Derek Anderson","anderde01","2005-06"
"2006","07","Portland Trail Blazers","NBA","$9,742,500","Derek Anderson","anderde01","2006-07"
"2006","07","Charlotte Bobcats","NBA","$901,397","Derek Anderson","anderde01","2006-07"
"2006","07","Miami Heat","NBA","$400,000","Derek Anderson","anderde01","2006-07"
"2007","08","Charlotte Bobcats","NBA","$1,219,590","Derek Anderson","anderde01","2007-08"
"1992","93","New York Knicks","NBA","$140,000","Eric Anderson","anderer01","1992-93"
"1993","94","New York Knicks","NBA","$250,000","Eric Anderson","anderer01","1993-94"
"1987","88","San Antonio Spurs","NBA","$185,000","Greg Anderson","andergr01","1987-88"
"1988","89","San Antonio Spurs","NBA","$200,000","Greg Anderson","andergr01","1988-89"
"1990","91","Denver Nuggets","NBA","$1,365,000","Greg Anderson","andergr01","1990-91"
"1991","92","Denver Nuggets","NBA","$1,465,000","Greg Anderson","andergr01","1991-92"
"1993","94","Detroit Pistons","NBA","$650,000","Greg Anderson","andergr01","1993-94"
"1994","95","Detroit Pistons","NBA","$400,000","Greg Anderson","andergr01","1994-95"
"1994","95","Atlanta Hawks","NBA","$110,000","Greg Anderson","andergr01","1994-95"
"1995","96","San Antonio Spurs","NBA","$485,000","Greg Anderson","andergr01","1995-96"
"1996","97","San Antonio Spurs","NBA","$584,000","Greg Anderson","andergr01","1996-97"
"1997","98","Atlanta Hawks","NBA","$272,250","Greg Anderson","andergr01","1997-98"
"2010","11","San Antonio Spurs","NBA","$1,361,400","James Anderson","anderja01","2010-11"
"2011","12","San Antonio Spurs","NBA","$1,463,520","James Anderson","anderja01","2011-12"
"2012","13","Houston Rockets","NBA","$472,427","James Anderson","anderja01","2012-13"
"2012","13","San Antonio Spurs","NBA","$145,749","James Anderson","anderja01","2012-13"
"2013","14","Philadelphia 76ers","NBA","$916,099","James Anderson","anderja01","2013-14"
"2015","16","Sacramento Kings","NBA","$1,015,421","James Anderson","anderja01","2015-16"
"2015","16","Dallas Mavericks","NBA","$1,449,000","Justin Anderson","anderju01","2015-16"
"2016","17","Philadelphia 76ers","NBA","$1,514,160","Justin Anderson","anderju01","2016-17"
"2017","18","Philadelphia 76ers","NBA","$1,579,440","Justin Anderson","anderju01","2017-18"
"2018","19","Atlanta Hawks","NBA","$2,516,048","Justin Anderson","anderju01","2018-19"
"2019","20","Brooklyn Nets","NBA","$294,432","Justin Anderson","anderju01","2019-20"
"1991","92","New Jersey Nets","NBA","$1,828,000","Kenny Anderson","anderke01","1991-92"
"1992","93","New Jersey Nets","NBA","$2,376,000","Kenny Anderson","anderke01","1992-93"
"1993","94","New Jersey Nets","NBA","$2,925,000","Kenny Anderson","anderke01","1993-94"
"1994","95","New Jersey Nets","NBA","$3,463,200","Kenny Anderson","anderke01","1994-95"
"1995","96","New Jersey Nets","NBA","$3,898,000","Kenny Anderson","anderke01","1995-96"
"1996","97","Portland Trail Blazers","NBA","$4,175,000","Kenny Anderson","anderke01","1996-97"
"1997","98","Portland Trail Blazers","NBA","$5,010,000","Kenny Anderson","anderke01","1997-98"
"1998","99","Boston Celtics","NBA","$5,845,000","Kenny Anderson","anderke01","1998-99"
"1999","00","Boston Celtics","NBA","$6,680,000","Kenny Anderson","anderke01","1999-00"
"2000","01","Boston Celtics","NBA","$7,520,000","Kenny Anderson","anderke01","2000-01"
"2001","02","Boston Celtics","NBA","$8,350,000","Kenny Anderson","anderke01","2001-02"
"2002","03","Seattle SuperSonics","NBA","$9,185,000","Kenny Anderson","anderke01","2002-03"
"2003","04","Indiana Pacers","NBA","$1,070,000","Kenny Anderson","anderke01","2003-04"
"2004","05","Atlanta Hawks","NBA","$1,100,000","Kenny Anderson","anderke01","2004-05"
"2014","15","San Antonio Spurs","NBA","$1,093,680","Kyle Anderson","anderky01","2014-15"
"2015","16","San Antonio Spurs","NBA","$1,142,879","Kyle Anderson","anderky01","2015-16"
"2016","17","San Antonio Spurs","NBA","$1,192,080","Kyle Anderson","anderky01","2016-17"
"2017","18","San Antonio Spurs","NBA","$2,151,704","Kyle Anderson","anderky01","2017-18"
"2018","19","Memphis Grizzlies","NBA","$8,641,000","Kyle Anderson","anderky01","2018-19"
"2019","20","Memphis Grizzlies","NBA","$9,073,050","Kyle Anderson","anderky01","2019-20"
"1990","91","Orlando Magic","NBA","$725,000","Nick Anderson","anderni01","1990-91"
"1991","92","Orlando Magic","NBA","$750,000","Nick Anderson","anderni01","1991-92"
"1992","93","Orlando Magic","NBA","$800,000","Nick Anderson","anderni01","1992-93"
"1993","94","Orlando Magic","NBA","$2,670,000","Nick Anderson","anderni01","1993-94"
"1994","95","Orlando Magic","NBA","$3,090,000","Nick Anderson","anderni01","1994-95"
"1995","96","Orlando Magic","NBA","$3,200,000","Nick Anderson","anderni01","1995-96"
"1996","97","Orlando Magic","NBA","$3,790,000","Nick Anderson","anderni01","1996-97"
"1997","98","Orlando Magic","NBA","$4,000,000","Nick Anderson","anderni01","1997-98"
"1998","99","Orlando Magic","NBA","$3,200,000","Nick Anderson","anderni01","1998-99"
"1999","00","Sacramento Kings","NBA","$5,051,906","Nick Anderson","anderni01","1999-00"
"2000","01","Sacramento Kings","NBA","$3,750,000","Nick Anderson","anderni01","2000-01"
"2001","02","Memphis Grizzlies","NBA","$5,401,906","Nick Anderson","anderni01","2001-02"
"2002","03","Cleveland Cavaliers","NBA","$6,101,906","Nick Anderson","anderni01","2002-03"
"1987","88","Portland Trail Blazers","NBA","$150,000","Richard Anderson","anderri01","1987-88"
"1988","89","Portland Trail Blazers","NBA","$375,000","Richard Anderson","anderri01","1988-89"
"1985","86","Cleveland Cavaliers","NBA","$115,000","Ron Anderson","anderro01","1985-86"
"1987","88","Indiana Pacers","NBA","$200,000","Ron Anderson","anderro01","1987-88"
"1988","89","Philadelphia 76ers","NBA","$300,000","Ron Anderson","anderro01","1988-89"
"1990","91","Philadelphia 76ers","NBA","$425,000","Ron Anderson","anderro01","1990-91"
"1991","92","Philadelphia 76ers","NBA","$1,000,000","Ron Anderson","anderro01","1991-92"
"1992","93","Philadelphia 76ers","NBA","$950,000","Ron Anderson","anderro01","1992-93"
"1993","94","Philadelphia 76ers","NBA","$300,000","Ron Anderson","anderro01","1993-94"
"2008","09","New Jersey Nets","NBA","$1,225,200","Ryan Anderson","anderry01","2008-09"
"2009","10","Orlando Magic","NBA","$1,317,120","Ryan Anderson","anderry01","2009-10"
"2010","11","Orlando Magic","NBA","$1,409,040","Ryan Anderson","anderry01","2010-11"
"2011","12","Orlando Magic","NBA","$2,244,601","Ryan Anderson","anderry01","2011-12"
"2012","13","New Orleans Hornets","NBA","$8,700,000","Ryan Anderson","anderry01","2012-13"
"2013","14","New Orleans Pelicans","NBA","$8,308,500","Ryan Anderson","anderry01","2013-14"
"2014","15","New Orleans Pelicans","NBA","$8,491,500","Ryan Anderson","anderry01","2014-15"
"2015","16","New Orleans Pelicans","NBA","$8,500,000","Ryan Anderson","anderry01","2015-16"
"2016","17","Houston Rockets","NBA","$18,735,364","Ryan Anderson","anderry01","2016-17"
"2017","18","Houston Rockets","NBA","$19,578,455","Ryan Anderson","anderry01","2017-18"
"2018","19","Miami Heat","NBA","$20,421,546","Ryan Anderson","anderry01","2018-19"
"2019","20","Miami Heat","NBA","$5,214,583","Ryan Anderson","anderry01","2019-20"
"2019","20","Houston Rockets","NBA","$500,000","Ryan Anderson","anderry01","2019-20"
"1996","97","Utah Jazz","NBA","$220,000","Shandon Anderson","andersh01","1996-97"
"1997","98","Utah Jazz","NBA","$1,200,000","Shandon Anderson","andersh01","1997-98"
"1998","99","Utah Jazz","NBA","$1,300,000","Shandon Anderson","andersh01","1998-99"
"1999","00","Houston Rockets","NBA","$2,000,000","Shandon Anderson","andersh01","1999-00"
"2000","01","Houston Rockets","NBA","$2,200,000","Shandon Anderson","andersh01","2000-01"
"2001","02","New York Knicks","NBA","$5,500,000","Shandon Anderson","andersh01","2001-02"
"2002","03","New York Knicks","NBA","$6,100,000","Shandon Anderson","andersh01","2002-03"
"2003","04","New York Knicks","NBA","$6,700,000","Shandon Anderson","andersh01","2003-04"
"2004","05","New York Knicks","NBA","$7,300,000","Shandon Anderson","andersh01","2004-05"
"2004","05","Miami Heat","NBA","$873,699","Shandon Anderson","andersh01","2004-05"
"2005","06","New York Knicks","NBA","$7,900,000","Shandon Anderson","andersh01","2005-06"
"2005","06","Miami Heat","NBA","$1,035,000","Shandon Anderson","andersh01","2005-06"
"2006","07","New York Knicks","NBA","$7,244,726","Shandon Anderson","andersh01","2006-07"
"1988","89","San Antonio Spurs","NBA","$500,000","Willie Anderson","anderwi01","1988-89"
"1990","91","San Antonio Spurs","NBA","$725,000","Willie Anderson","anderwi01","1990-91"
"1991","92","San Antonio Spurs","NBA","$775,000","Willie Anderson","anderwi01","1991-92"
"1992","93","San Antonio Spurs","NBA","$2,075,000","Willie Anderson","anderwi01","1992-93"
"1993","94","San Antonio Spurs","NBA","$2,075,000","Willie Anderson","anderwi01","1993-94"
"1994","95","San Antonio Spurs","NBA","$2,075,000","Willie Anderson","anderwi01","1994-95"
"1995","96","Toronto Raptors","NBA","$2,075,000","Willie Anderson","anderwi01","1995-96"
"1999","00","Miami Heat","NBA","$510,000","Willie Anderson","anderwi01","1999-00"
"2005","06","Cleveland Cavaliers","NBA","$398,762","Martynas Andriuškevicius","andrima01","2005-06"
"2006","07","Chicago Bulls","NBA","$664,209","Martynas Andriuškevicius","andrima01","2006-07"
"2017","18","Indiana Pacers","NBA","$950,000","Ike Anigbogu","anigbik01","2017-18"
"2018","19","Indiana Pacers","NBA","$1,378,242","Ike Anigbogu","anigbik01","2018-19"
"1990","91","Orlando Magic","NBA","$200,000","Michael Ansley","anslemi01","1990-91"
"1997","98","Dallas Mavericks","NBA","$713,900","Chris Anstey","anstech01","1997-98"
"1998","99","Dallas Mavericks","NBA","$985,200","Chris Anstey","anstech01","1998-99"
"1999","00","Chicago Bulls","NBA","$1,113,720","Chris Anstey","anstech01","1999-00"
"2013","14","Milwaukee Bucks","NBA","$1,792,560","Giannis Antetokounmpo","antetgi01","2013-14"
"2014","15","Milwaukee Bucks","NBA","$1,873,200","Giannis Antetokounmpo","antetgi01","2014-15"
"2015","16","Milwaukee Bucks","NBA","$1,953,960","Giannis Antetokounmpo","antetgi01","2015-16"
"2016","17","Milwaukee Bucks","NBA","$2,995,421","Giannis Antetokounmpo","antetgi01","2016-17"
"2017","18","Milwaukee Bucks","NBA","$22,471,910","Giannis Antetokounmpo","antetgi01","2017-18"
"2018","19","Milwaukee Bucks","NBA","$24,157,304","Giannis Antetokounmpo","antetgi01","2018-19"
"2019","20","Milwaukee Bucks","NBA","$25,842,697","Giannis Antetokounmpo","antetgi01","2019-20"
"2018","19","Dallas Mavericks","NBA","< $Minimum","Kostas Antetokounmpo","antetko01","2018-19"
"2019","20","Los Angeles Lakers","NBA","< $Minimum","Kostas Antetokounmpo","antetko01","2019-20"
"2015","16","New York Knicks","NBA","$105,888","Thanasis Antetokounmpo","antetth01","2015-16"
"2019","20","Milwaukee Bucks","NBA","$1,445,697","Thanasis Antetokounmpo","antetth01","2019-20"
"2003","04","Denver Nuggets","NBA","$3,229,200","Carmelo Anthony","anthoca01","2003-04"
"2004","05","Denver Nuggets","NBA","$3,471,360","Carmelo Anthony","anthoca01","2004-05"
"2005","06","Denver Nuggets","NBA","$3,713,640","Carmelo Anthony","anthoca01","2005-06"
"2006","07","Denver Nuggets","NBA","$4,694,041","Carmelo Anthony","anthoca01","2006-07"
"2007","08","Denver Nuggets","NBA","$13,041,250","Carmelo Anthony","anthoca01","2007-08"
"2008","09","Denver Nuggets","NBA","$14,410,581","Carmelo Anthony","anthoca01","2008-09"
"2009","10","Denver Nuggets","NBA","$15,779,912","Carmelo Anthony","anthoca01","2009-10"
"2010","11","New York Knicks","NBA","$17,149,243","Carmelo Anthony","anthoca01","2010-11"
"2011","12","New York Knicks","NBA","$18,518,574","Carmelo Anthony","anthoca01","2011-12"
"2012","13","New York Knicks","NBA","$19,450,000","Carmelo Anthony","anthoca01","2012-13"
"2013","14","New York Knicks","NBA","$22,407,474","Carmelo Anthony","anthoca01","2013-14"
"2014","15","New York Knicks","NBA","$22,458,000","Carmelo Anthony","anthoca01","2014-15"
"2015","16","New York Knicks","NBA","$22,875,000","Carmelo Anthony","anthoca01","2015-16"
"2016","17","New York Knicks","NBA","$24,559,380","Carmelo Anthony","anthoca01","2016-17"
"2017","18","Oklahoma City Thunder","NBA","$26,243,760","Carmelo Anthony","anthoca01","2017-18"
"2018","19","Atlanta Hawks","NBA","$25,534,253","Carmelo Anthony","anthoca01","2018-19"
"2018","19","Chicago Bulls","NBA","$2,393,887","Carmelo Anthony","anthoca01","2018-19"
"2019","20","Portland Trail Blazers","NBA","$2,159,029","Carmelo Anthony","anthoca01","2019-20"
"1991","92","New York Knicks","NBA","$865,000","Greg Anthony","anthogr01","1991-92"
"1992","93","New York Knicks","NBA","$1,067,000","Greg Anthony","anthogr01","1992-93"
"1993","94","New York Knicks","NBA","$1,269,000","Greg Anthony","anthogr01","1993-94"
"1994","95","New York Knicks","NBA","$1,471,000","Greg Anthony","anthogr01","1994-95"
"1995","96","Vancouver Grizzlies","NBA","$1,673,000","Greg Anthony","anthogr01","1995-96"
"1996","97","Vancouver Grizzlies","NBA","$1,875,000","Greg Anthony","anthogr01","1996-97"
"1997","98","Seattle SuperSonics","NBA","$272,250","Greg Anthony","anthogr01","1997-98"
"1998","99","Portland Trail Blazers","NBA","$1,000,000","Greg Anthony","anthogr01","1998-99"
"1999","00","Portland Trail Blazers","NBA","$1,100,000","Greg Anthony","anthogr01","1999-00"
"2000","01","Portland Trail Blazers","NBA","$3,500,000","Greg Anthony","anthogr01","2000-01"
"2001","02","Chicago Bulls","NBA","$3,000,000","Greg Anthony","anthogr01","2001-02"
"2002","03","Chicago Bulls","NBA","$1,500,000","Greg Anthony","anthogr01","2002-03"
"2007","08","Miami Heat","NBA","$427,163","Joel Anthony","anthojo01","2007-08"
"2008","09","Miami Heat","NBA","$711,517","Joel Anthony","anthojo01","2008-09"
"2009","10","Miami Heat","NBA","$825,497","Joel Anthony","anthojo01","2009-10"
"2010","11","Miami Heat","NBA","$3,300,000","Joel Anthony","anthojo01","2010-11"
"2011","12","Miami Heat","NBA","$3,600,000","Joel Anthony","anthojo01","2011-12"
"2012","13","Miami Heat","NBA","$3,750,000","Joel Anthony","anthojo01","2012-13"
"2013","14","Miami Heat","NBA","$3,800,000","Joel Anthony","anthojo01","2013-14"
"2014","15","Detroit Pistons","NBA","$3,800,000","Joel Anthony","anthojo01","2014-15"
