"Start","End","Age","Team","League","Position","G","MP","PER","True_Shooting_Percentage","three_point_attempt_rate","Free_throw_rate","Offensive_rebound_percentage","Defensive_rebound_percentage","Total_rebound_percentage","Assistant_percentage","Steal_percentage","Block_percentage","Turnover_percentage","UsaGE_percentage","Offensive_win_shares","Defensive_win_shares","win_shares","win_shares_per_48_minutes","Offensive_box_plus_minus","Defensive_box_plus_minus","Box_plus_minus","Value_over_replacement_player","Player","ID","Season"
"2007","08",29,"NJN","NBA","C",24,259,1.7,0.351,0,0.633,8,28.2,18.1,4.1,0,3,26.9,15.1,-0.8,0.3,-0.5,-0.096,-9.1,-0.8,-9.9,-0.5,"Jamaal Magloire","magloja01","2007-08"
"2008","09",30,"MIA","NBA","C",55,709,10.6,0.505,0,0.458,13.7,23.8,18.7,4.6,0.8,2.9,16.9,12.5,0.4,0.9,1.3,0.089,-4.2,-0.3,-4.5,-0.4,"Jamaal Magloire","magloja01","2008-09"
"2009","10",31,"MIA","NBA","C",36,359,9.4,0.47,0,1.054,13.5,26,19.8,0.4,1.3,2.5,17.2,13,-0.1,0.7,0.6,0.078,-5.2,-0.3,-5.5,-0.3,"Jamaal Magloire","magloja01","2009-10"
"2011","12",33,"TOR","NBA","C",34,374,2.7,0.36,0,0.6,7.9,27.3,17.7,2.4,0.6,2.2,27.9,9.9,-0.7,0.5,-0.2,-0.021,-7.4,-0.2,-7.6,-0.5,"Jamaal Magloire","magloja01","2011-12"
"2009","10",23,"SAS","NBA","C",26,165,21.6,0.667,0,0.855,9.4,27.2,18.5,2.1,1,3.5,16.5,25.2,0.4,0.3,0.7,0.206,-1.5,0.7,-0.8,0.1,"Ian Mahinmi","mahinia01","2009-10"
"2010","11",24,"DAL","NBA","C",56,488,13.7,0.645,0.02,0.837,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,1,0.8,1.8,0.177,-3.3,1.1,-2.1,0,"Ian Mahinmi","mahinia01","2010-11"
"2011","12",25,"DAL","NBA","C",61,1139,13.5,0.585,0.004,0.618,10.7,17.7,14.3,1.7,1.8,2.2,14.2,14.4,1.7,1.7,3.4,0.144,-2.8,0.4,-2.3,-0.1,"Ian Mahinmi","mahinia01","2011-12"
"2012","13",26,"IND","NBA","C",80,1322,10.6,0.497,0.006,0.52,9.9,16.2,13.1,3.3,1.6,3.7,18.5,17.1,-0.4,2.6,2.3,0.083,-4.7,1.4,-3.4,-0.5,"Ian Mahinmi","mahinia01","2012-13"
"2013","14",27,"IND","NBA","C",77,1248,10.2,0.538,0.005,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,0.7,2.7,3.3,0.129,-4.1,2.7,-1.3,0.2,"Ian Mahinmi","mahinia01","2013-14"
"2014","15",28,"IND","NBA","C",61,1146,10.8,0.516,0,0.481,10.2,24,17.2,4.4,1.3,3.1,18.7,12.5,0.1,2,2.1,0.09,-3.6,1.2,-2.5,-0.1,"Ian Mahinmi","mahinia01","2014-15"
"2015","16",29,"IND","NBA","C",71,1816,16.6,0.603,0,0.502,8.3,22.1,15.3,8.9,1.8,3.3,15.5,15.7,2.9,3.3,6.2,0.163,-0.9,1.9,0.9,1.4,"Ian Mahinmi","mahinia01","2015-16"
"2016","17",30,"WAS","NBA","C",31,555,14.1,0.601,0,0.676,9.6,20.8,15.2,4.7,2.9,3.6,19.1,14,0.5,0.9,1.4,0.123,-3,1.6,-1.4,0.1,"Ian Mahinmi","mahinia01","2016-17"
"2017","18",31,"WAS","NBA","C",77,1145,12.2,0.601,0.008,0.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,0.8,1.4,2.2,0.093,-4.6,0.2,-4.4,-0.7,"Ian Mahinmi","mahinia01","2017-18"
"2018","19",32,"WAS","NBA","C",34,498,12,0.531,0.154,0.587,10.3,17.7,13.9,6.5,2.4,2.7,13.8,12.9,0.5,0.5,1,0.092,-3.5,0.6,-3,-0.1,"Ian Mahinmi","mahinia01","2018-19"
"2019","20",33,"WAS","NBA","C",38,808,14.2,0.545,0.124,0.538,10.1,19.7,14.7,8.3,1.8,4.8,14.8,15.7,0.7,0.7,1.4,0.083,-2.8,0,-2.7,-0.2,"Ian Mahinmi","mahinia01","2019-20"
"1984","85",26,"WSB","NBA","PF",77,2072,10.4,0.526,0,0.252,7.8,25,16.2,7.4,1.4,2.9,22.5,11.9,-0.3,3.9,3.6,0.083,-3.7,2.3,-1.5,0.3,"Rick Mahorn","mahorri01","1984-85"
"1985","86",27,"DET","NBA","PF",80,1442,8.8,0.497,0.003,0.345,8.7,21.9,15.2,5.3,1.3,2.4,21.5,13.7,-0.6,1.9,1.3,0.043,-4.4,0.6,-3.7,-0.6,"Rick Mahorn","mahorri01","1985-86"
"1986","87",28,"DET","NBA","PF",63,1278,10.2,0.514,0,0.363,8.1,23.1,15.8,3.8,1.2,2.3,16.4,14.1,0.3,2.2,2.5,0.095,-3.4,1.4,-2,0,"Rick Mahorn","mahorri01","1986-87"
"1987","88",29,"DET","NBA","PF",67,1963,13.7,0.622,0.004,0.451,9.3,22.6,16.1,4.2,1.1,1.3,17.1,14.7,2.8,3.2,5.9,0.145,-0.8,0.9,0.2,1.1,"Rick Mahorn","mahorri01","1987-88"
"1988","89",30,"DET","NBA","PF",72,1795,12.1,0.566,0.005,0.394,9.3,21.3,15.6,4.4,1.1,2.3,17.4,13.3,1.5,3.1,4.6,0.123,-1.2,1.7,0.5,1.1,"Rick Mahorn","mahorri01","1988-89"
"1989","90",31,"PHI","NBA","PF",75,2271,13.9,0.546,0.014,0.406,8.4,19.9,14.2,5.9,1,2.7,12.3,15.8,2.7,2.7,5.3,0.113,-0.7,0.3,-0.4,0.9,"Rick Mahorn","mahorri01","1989-90"
"1990","91",32,"PHI","NBA","C",80,2439,11.8,0.535,0.016,0.429,7.1,21.2,14.3,6.8,1.6,1.4,16,14.2,1.3,3.1,4.4,0.086,-2.3,0.6,-1.7,0.1,"Rick Mahorn","mahorri01","1990-91"
"1992","93",34,"NJN","NBA","PF",74,1077,10.3,0.554,0.014,0.514,9.4,18.9,14.1,4.2,0.9,1.8,18.1,12.5,0.8,1.5,2.3,0.102,-3.3,0.5,-2.8,-0.2,"Rick Mahorn","mahorri01","1992-93"
"1993","94",35,"NJN","NBA","PF",28,226,9.2,0.529,0.021,0.426,7.3,18,12.6,3.2,0.7,1.4,11.1,11.7,0.2,0.2,0.5,0.096,-4.2,-0.1,-4.4,-0.1,"Rick Mahorn","mahorri01","1993-94"
"1994","95",36,"NJN","NBA","PF",58,630,11.8,0.574,0.02,0.325,7.8,20.4,14.1,6.7,0.9,1.3,16.5,14.4,0.5,0.7,1.2,0.093,-3.5,-0.1,-3.6,-0.3,"Rick Mahorn","mahorri01","1994-95"
"1995","96",37,"NJN","NBA","C",50,450,7.5,0.421,0.008,0.385,7.4,19.8,13.4,5.7,1.6,2.2,17.4,16.8,-0.5,0.6,0.1,0.011,-6.1,0.5,-5.6,-0.4,"Rick Mahorn","mahorri01","1995-96"
"1996","97",38,"DET","NBA","C",22,218,8.8,0.44,0.019,0.407,11.1,19,15.1,4.4,1,1.1,13.6,16.7,0,0.3,0.3,0.055,-4.7,-0.7,-5.4,-0.2,"Rick Mahorn","mahorri01","1996-97"
"1997","98",39,"DET","NBA","C",59,707,7.8,0.49,0,0.264,10.9,22,16.4,3.3,1.1,0.7,20.4,11.9,0,0.9,0.9,0.064,-4.5,-0.6,-5,-0.5,"Rick Mahorn","mahorri01","1997-98"
"1988","89",23,"PHO","NBA","SG",54,1354,11.3,0.479,0.19,0.294,5.1,11.1,8.2,11.8,2.1,0.6,9,15.7,0.9,1.7,2.5,0.09,-1,1.3,0.3,0.8,"Dan Majerle","majerda01","1988-89"
"1989","90",24,"PHO","NBA","SG",73,2244,13.5,0.498,0.115,0.372,7.5,13.1,10.5,11,2.1,0.8,9.2,16.5,2.6,2.9,5.5,0.118,0.1,1.1,1.3,1.9,"Dan Majerle","majerda01","1989-90"
"1990","91",25,"PHO","NBA","SF",77,2281,16.9,0.552,0.105,0.363,8.5,11.4,10,12.9,2.2,1,10.7,19.1,4.4,2.8,7.2,0.152,2,0.7,2.7,2.7,"Dan Majerle","majerda01","1990-91"
"1991","92",26,"PHO","NBA","SF",82,2853,17.8,0.551,0.198,0.263,6,12.3,9.3,13.6,2.2,0.9,7.3,20.3,6.2,3.6,9.8,0.165,2.8,0.8,3.6,4,"Dan Majerle","majerda01","1991-92"
"1992","93",27,"PHO","NBA","SG",82,3199,15.4,0.573,0.4,0.238,4.3,8.9,6.7,13.4,2.1,0.6,9.9,17.3,6.6,3.2,9.8,0.147,2.1,0.4,2.5,3.6,"Dan Majerle","majerda01","1992-93"
"1993","94",28,"PHO","NBA","SG",80,3207,13.7,0.531,0.442,0.209,4.3,8,6.1,11.9,2,0.8,9.9,18,5,2.3,7.3,0.109,1.3,-0.4,0.9,2.4,"Dan Majerle","majerda01","1993-94"
"1994","95",29,"PHO","NBA","SF",82,3091,15.1,0.555,0.532,0.274,3.9,10.1,7,15.6,1.6,0.9,8.3,17.6,6,1.7,7.7,0.12,2.4,-0.5,1.9,3.1,"Dan Majerle","majerda01","1994-95"
"1995","96",30,"CLE","NBA","SF",82,2367,15.1,0.53,0.553,0.226,3.9,13.4,8.6,15.9,2,1.3,10.2,19.5,3,2.6,5.5,0.112,1.7,0.2,1.9,2.3,"Dan Majerle","majerda01","1995-96"
"1996","97",31,"MIA","NBA","SF",36,1264,13.2,0.523,0.579,0.17,4.3,10.8,7.6,15.3,2.3,0.9,11.8,15.7,1.4,2.1,3.5,0.133,1,2.3,3.3,1.7,"Dan Majerle","majerda01","1996-97"
"1997","98",32,"MIA","NBA","SG",72,1928,12.2,0.562,0.672,0.116,3,13,8.2,13,1.9,0.6,12.3,12.7,2.8,2.5,5.3,0.131,0.7,1.5,2.3,2.1,"Dan Majerle","majerda01","1997-98"
"1998","99",33,"MIA","NBA","SG",48,1624,10.2,0.529,0.681,0.154,1.7,13,7.7,15.4,1.3,0.3,14.7,11.4,1.6,1.9,3.5,0.103,-0.1,1.1,1,1.2,"Dan Majerle","majerda01","1998-99"
"1999","00",34,"MIA","NBA","SG",69,2308,11.4,0.559,0.72,0.164,1.4,14.6,8.3,13.2,2.1,0.5,12.1,10.4,2.8,3.3,6.1,0.126,-0.2,2.1,1.9,2.3,"Dan Majerle","majerda01","1999-00"
"2000","01",35,"MIA","NBA","SG",53,1306,9.4,0.48,0.699,0.17,1.8,13.3,7.6,11,2.2,0.9,11.2,11.6,0.5,2.1,2.6,0.097,-1.9,2.3,0.4,0.8,"Dan Majerle","majerda01","2000-01"
"2001","02",36,"PHO","NBA","SG",65,1180,10.3,0.49,0.813,0.135,2.6,14.4,8.4,10.9,2.1,0.9,10.3,12.9,0.8,1.3,2.1,0.087,-1,1.5,0.5,0.8,"Dan Majerle","majerda01","2001-02"
"2016","17",19,"MIL","NBA","C",57,562,14,0.558,0.409,0.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,0.8,0.5,1.3,0.113,-1.1,-0.9,-2,0,"Thon Maker","makerth01","2016-17"
"2017","18",20,"MIL","NBA","C",74,1238,10.2,0.499,0.329,0.294,7.1,14.2,10.6,5.2,1.5,3.7,11,14.6,0.3,1.1,1.5,0.056,-3.2,-0.4,-3.5,-0.5,"Thon Maker","makerth01","2017-18"
"2018","19",21,"TOT","NBA","C,PF",64,972,11.3,0.53,0.571,0.313,4.5,17.4,11,6.3,1,4.4,9.8,14.8,0.5,1.5,2,0.099,-2.2,1,-1.2,0.2,"Thon Maker","makerth01","2018-19"
"2018","19",21,"MIL","NBA","C",35,409,12.9,0.546,0.582,0.276,4.5,18.5,11.9,5.8,1.1,3.7,5.7,16.3,0.4,0.7,1.1,0.132,-1.3,1.3,0,0.2,"Thon Maker","makerth01","2018-19"
"2018","19",21,"DET","NBA","PF",29,563,10.2,0.514,0.56,0.351,4.5,16.5,10.3,6.7,1,5,13.4,13.7,0.1,0.8,0.9,0.075,-2.9,0.8,-2.1,0,"Thon Maker","makerth01","2018-19"
"2019","20",22,"DET","NBA","C",60,776,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2.1,0.7,-1.4,0.1,"Thon Maker","makerth01","2019-20"
"2020","21",19,"OKC","NBA","PG",31,797,8,0.519,0.583,0.147,0.9,11.1,6,18.4,1.9,0.2,19.4,15.8,-0.5,0.9,0.4,0.023,-4.6,0,-4.6,-0.5,"Théo Maledon","maledth01","2020-21"
"1984","85",23,"WSB","NBA","SG",76,2613,15,0.543,0.059,0.206,2.5,6.3,4.3,10.7,1,0.2,7.5,22.8,3.4,2.3,5.7,0.105,0,-0.9,-0.9,0.7,"Jeff Malone","malonje01","1984-85"
"1985","86",24,"WSB","NBA","SG",80,2992,16.3,0.533,0.011,0.244,2.4,8,5.2,10.9,1.1,0.2,9.1,25.9,3.6,2.5,6.1,0.098,0.1,-1.2,-1.2,0.6,"Jeff Malone","malonje01","1985-86"
"1986","87",25,"WSB","NBA","SG",80,2763,17,0.518,0.017,0.282,1.9,6.6,4.2,17.9,1.3,0.3,9.7,27.3,3.8,1.8,5.6,0.097,1.3,-1.3,-0.1,1.4,"Jeff Malone","malonje01","1986-87"
"1987","88",26,"WSB","NBA","SG",80,2655,16.1,0.537,0.018,0.279,1.8,6.9,4.3,14.9,0.9,0.3,10.1,26.4,4,1.5,5.6,0.101,1,-1.4,-0.3,1.1,"Jeff Malone","malonje01","1987-88"
"1988","89",27,"WSB","NBA","SG",76,2418,16.7,0.529,0.013,0.241,2.4,5.8,4,14.9,0.8,0.3,9.6,28.6,3.2,0.9,4.1,0.081,1.4,-2.1,-0.7,0.8,"Jeff Malone","malonje01","1988-89"
"1989","90",28,"WSB","NBA","SG",75,2567,18.5,0.529,0.004,0.184,2.3,6.4,4.3,15.7,0.9,0.1,6.8,29.4,4.4,0.8,5.2,0.098,2.2,-2.2,0,1.3,"Jeff Malone","malonje01","1989-90"
"1990","91",29,"UTA","NBA","SG",69,2466,14.4,0.56,0.006,0.244,1.8,7.6,4.9,9.7,1,0.2,8.6,22.5,3.1,2,5.1,0.1,-0.8,-1.1,-2,0,"Jeff Malone","malonje01","1990-91"
"1991","92",30,"UTA","NBA","SG",81,2922,15.1,0.554,0.009,0.211,2,6.8,4.5,10,1,0.1,8.7,23.9,4.5,2.1,6.6,0.108,-0.1,-1.5,-1.7,0.3,"Jeff Malone","malonje01","1991-92"
"1992","93",31,"UTA","NBA","SG",79,2558,13.7,0.538,0.007,0.23,1.4,6.1,3.9,8.2,0.8,0.1,8.6,24.4,2.4,1.2,3.6,0.068,-0.9,-2.2,-3.1,-0.7,"Jeff Malone","malonje01","1992-93"
"1993","94",32,"TOT","NBA","SG",77,2560,13.5,0.53,0.011,0.228,2.3,6.5,4.4,8.3,0.8,0.1,6.7,21.9,3.2,0.9,4.2,0.079,-0.7,-2.2,-2.9,-0.6,"Jeff Malone","malonje01","1993-94"
"1993","94",32,"UTA","NBA","SG",50,1657,12.9,0.532,0.009,0.221,2,6,4,6.6,0.8,0.2,7,21.8,1.9,1,2.9,0.083,-0.8,-1.7,-2.5,-0.2,"Jeff Malone","malonje01","1993-94"
"1993","94",32,"PHI","NBA","SG",27,903,14.7,0.527,0.015,0.242,2.8,7.4,5.1,11.3,0.8,0,6.1,22.1,1.3,0,1.3,0.07,-0.5,-3.1,-3.6,-0.4,"Jeff Malone","malonje01","1993-94"
"1995","96",34,"TOT","NBA","SG",32,510,8.8,0.449,0.083,0.166,1.8,7.4,4.5,9,1.6,0,9.6,20.1,-0.3,0.1,-0.2,-0.022,-4.2,-1.3,-5.5,-0.4,"Jeff Malone","malonje01","1995-96"
"1995","96",34,"PHI","NBA","SG",25,407,9,0.452,0.1,0.163,2.2,7,4.5,8.4,1.7,0,10,20.9,-0.3,0,-0.3,-0.036,-3.9,-2,-5.9,-0.4,"Jeff Malone","malonje01","1995-96"
"1985","86",22,"UTA","NBA","PF",81,2475,13.7,0.504,0.002,0.399,7.8,23.6,15.8,14.2,2,1,18.9,24.1,-2.4,4.3,1.9,0.036,-2.4,0.5,-1.9,0.1,"Karl Malone*","malonka01","1985-86"
"1986","87",23,"UTA","NBA","PF",82,2857,18,0.536,0.005,0.38,10,21.2,15.6,8.8,1.7,1.2,12.5,26.3,1.8,5.1,6.9,0.116,0.3,0,0.3,1.7,"Karl Malone*","malonka01","1986-87"
"1987","88",24,"UTA","NBA","PF",82,3198,20.7,0.568,0.003,0.478,9.7,22.8,16.6,10.1,1.7,0.9,14,29.7,4,6.1,10.1,0.152,1.7,-0.2,1.5,2.9,"Karl Malone*","malonka01","1987-88"
"1988","89",25,"UTA","NBA","PF",80,3126,24.4,0.592,0.01,0.589,10,19.6,15.1,12.8,2.3,1.3,12.7,30.4,8.6,6.6,15.2,0.233,4.3,1.2,5.4,5.9,"Karl Malone*","malonka01","1988-89"
"1989","90",26,"UTA","NBA","PF",82,3122,27.2,0.626,0.026,0.561,9.3,24,17.1,13.2,1.9,1,13,32.6,10.5,5.4,15.9,0.245,5.9,0.5,6.4,6.6,"Karl Malone*","malonka01","1989-90"
"1990","91",27,"UTA","NBA","PF",82,3302,24.8,0.596,0.009,0.552,9,24.5,17.2,14.7,1.4,1.5,10.9,30.1,9.9,5.6,15.5,0.225,4.8,0.6,5.4,6.2,"Karl Malone*","malonka01","1990-91"
"1991","92",28,"UTA","NBA","PF",81,3054,25.4,0.599,0.011,0.571,8.7,24.1,16.8,13.4,1.8,1,11.6,30.3,9.9,5.2,15.1,0.237,5.2,0.6,5.7,5.9,"Karl Malone*","malonka01","1991-92"
"1992","93",29,"UTA","NBA","PF",82,3099,26.2,0.612,0.014,0.579,8.6,24.6,16.9,16.9,2,1.8,11.7,28.4,10.4,5,15.4,0.238,6,1.4,7.3,7.3,"Karl Malone*","malonka01","1992-93"
"1993","94",30,"UTA","NBA","PF",82,3329,22.9,0.55,0.021,0.474,8.3,24.1,16.3,17.1,1.9,2.6,11.1,28,7.4,6.1,13.4,0.193,4.1,1.6,5.7,6.5,"Karl Malone*","malonka01","1993-94"
"1994","95",31,"UTA","NBA","PF",82,3126,25.1,0.59,0.026,0.449,6.6,27.2,17.4,16.4,2.1,2.2,11.3,30.3,8.1,5.8,13.8,0.212,4.3,1.3,5.6,6,"Karl Malone*","malonka01","1994-95"
"1995","96",32,"UTA","NBA","PF",82,3113,26,0.575,0.026,0.466,7.1,24.2,15.8,20.6,2.4,1.5,9.8,29.8,9.9,5.3,15.1,0.233,5.6,1.4,7,7.1,"Karl Malone*","malonka01","1995-96"
"1996","97",33,"UTA","NBA","PF",82,2998,28.9,0.6,0.008,0.439,8.5,24.2,16.8,24.5,2,1.3,11.1,32.7,11.6,5.1,16.7,0.268,7.1,1.2,8.2,7.7,"Karl Malone*","malonka01","1996-97"
"1997","98",34,"UTA","NBA","PF",81,3030,27.9,0.597,0.004,0.56,8.3,24.8,17.1,20.9,1.7,1.7,11.9,31.8,12.1,4.3,16.4,0.259,6.6,0.7,7.3,7.1,"Karl Malone*","malonka01","1997-98"
"1998","99",35,"UTA","NBA","PF",49,1832,25.6,0.577,0.001,0.602,7.7,22.1,15.4,23,1.9,1.2,13.8,30.5,6.2,3.4,9.6,0.252,5.3,1.4,6.7,4,"Karl Malone*","malonka01","1998-99"
"1999","00",36,"UTA","NBA","PF",82,2947,27.1,0.582,0.005,0.501,7.1,24.7,16.1,20.9,1.4,1.9,11.4,31.9,10.7,4.5,15.3,0.249,6.4,1.1,7.5,7.1,"Karl Malone*","malonka01","1999-00"
"2000","01",37,"UTA","NBA","PF",81,2895,24.7,0.572,0.004,0.503,5,23.3,14.3,24.1,1.7,1.7,12.9,30,9.1,4,13.1,0.217,5.5,1.1,6.6,6.3,"Karl Malone*","malonka01","2000-01"
"2001","02",38,"UTA","NBA","PF",80,3040,21.1,0.532,0.018,0.457,5.6,21.7,13.6,21.8,2.7,1.5,13.5,28.8,5.5,4.3,9.8,0.155,2.9,0.8,3.7,4.4,"Karl Malone*","malonka01","2001-02"
"2002","03",39,"UTA","NBA","PF",81,2936,21.7,0.534,0.011,0.482,4.8,20.5,13,24.4,2.5,0.8,11.8,27.8,6.9,4.3,11.1,0.182,3.2,1,4.2,4.6,"Karl Malone*","malonka01","2002-03"
"2003","04",40,"LAL","NBA","PF",42,1373,17.8,0.555,0.003,0.563,5,25.6,15.1,19.1,1.9,1.1,17.1,19.7,2.1,2.2,4.3,0.151,1.1,1.7,2.8,1.7,"Karl Malone*","malonka01","2003-04"
"1984","85",29,"PHI","NBA","C",79,2957,22.5,0.577,0.002,0.704,14.8,24.4,19.7,6.6,1.1,2.4,14.5,26.8,7.9,4,11.9,0.193,3,-1.4,1.6,2.7,"Moses Malone*","malonmo01","1984-85"
"1985","86",30,"PHI","NBA","C",74,2706,20.6,0.553,0.001,0.629,14,22,18,5.1,1.2,1.5,14.1,27.6,5.5,3.4,8.9,0.157,1.8,-1.9,-0.1,1.3,"Moses Malone*","malonmo01","1985-86"
"1986","87",31,"WSB","NBA","C",73,2488,23.8,0.545,0.008,0.528,14.2,21,17.6,7.9,1.1,2.1,11.1,29.3,6,3.4,9.4,0.182,4.3,-1.5,2.8,3,"Moses Malone*","malonmo01","1986-87"
"1987","88",32,"WSB","NBA","C",79,2692,21.1,0.577,0.006,0.632,15.3,21.5,18.3,6.4,1.1,1.6,15.2,25.2,5.7,3.4,9.2,0.163,3,-1.4,1.6,2.5,"Moses Malone*","malonmo01","1987-88"
"1988","89",33,"ATL","NBA","C",81,2878,21.2,0.581,0.011,0.649,14.4,21.9,18.1,5.8,1.3,2.1,14.8,23.4,6.8,3.9,10.7,0.178,3,-1.2,1.8,2.7,"Moses Malone*","malonmo01","1988-89"
"1989","90",34,"ATL","NBA","C",81,2735,20.2,0.564,0.008,0.586,15,19.4,17.1,7,0.9,1.9,14.6,24.3,6,1.7,7.7,0.134,2.6,-2.4,0.3,1.6,"Moses Malone*","malonmo01","1989-90"
"1990","91",35,"ATL","NBA","C",82,1912,18.2,0.57,0.012,0.622,15,23.4,19.1,5.1,0.8,2.3,15.2,19.4,3.8,1.8,5.6,0.14,1.2,-1.7,-0.5,0.7,"Moses Malone*","malonmo01","1990-91"
"1991","92",36,"MIL","NBA","C",82,2511,19.2,0.556,0.009,0.543,14,20.1,16.9,5.6,1.5,1.6,11.5,21.7,5.6,2.2,7.8,0.148,2.2,-2.1,0.1,1.3,"Moses Malone*","malonmo01","1991-92"
"1993","94",38,"PHI","NBA","C",55,618,17.7,0.519,0.004,0.504,18.8,21.4,20.1,8.9,0.9,1.7,17.2,24.1,0.6,0.5,1,0.078,0.4,-2.5,-2.1,0,"Moses Malone*","malonmo01","1993-94"
"1996","97",25,"HOU","NBA","PG",82,2386,12.3,0.585,0.62,0.151,1,6.5,3.9,19.5,1.8,0,15.7,14.8,3.2,2.1,5.3,0.107,0.1,0,0.1,1.3,"Matt Maloney","malonma01","1996-97"
"1997","98",26,"HOU","NBA","PG",78,2217,10.5,0.539,0.59,0.133,0.9,6.6,3.8,15.6,1.5,0.2,14.7,14.9,1.9,0.3,2.2,0.047,-0.6,-1.3,-1.8,0.1,"Matt Maloney","malonma01","1997-98"
"1999","00",28,"CHI","NBA","PG",51,1175,9.4,0.484,0.547,0.142,1,5.5,3.2,21.3,1.5,0.2,15.7,15.6,0.2,0.5,0.7,0.028,-1.4,-1.5,-2.9,-0.2,"Matt Maloney","malonma01","1999-00"
"2000","01",29,"ATL","NBA","PG",55,1403,10.4,0.508,0.408,0.098,1.1,8.2,4.6,17.6,2.1,0.3,16.2,13.8,0.7,0.8,1.5,0.053,-1.4,0.5,-0.9,0.4,"Matt Maloney","malonma01","2000-01"
"2019","20",23,"LAC","NBA","SF",41,362,10.6,0.545,0.253,0.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,0.4,0.4,0.8,0.106,-2.8,1.2,-1.6,0,"Terance Mann","mannte01","2019-20"
"2020","21",24,"LAC","NBA","SG",35,549,11.8,0.576,0.264,0.31,6.5,16.5,11.6,10.8,1.3,1,13.6,13.7,0.7,0.5,1.2,0.108,-1.8,0.1,-1.8,0,"Terance Mann","mannte01","2020-21"
"1988","89",22,"LAC","NBA","PF",26,950,13.4,0.538,0.014,0.288,7.9,11.3,9.6,12.2,2.1,1.5,18.7,20.6,0,0.7,0.7,0.034,-0.8,-0.4,-1.3,0.2,"Danny Manning","mannida01","1988-89"
"1989","90",23,"LAC","NBA","PF",71,2269,16.3,0.584,0.006,0.448,7.2,13.9,10.6,12.8,1.9,1,16,21.7,2.9,2.4,5.3,0.112,0.2,0.2,0.4,1.4,"Danny Manning","mannida01","1989-90"
"1990","91",24,"LAC","NBA","PF",73,2197,16.9,0.557,0.003,0.338,8.1,12.8,10.4,13.9,2.6,1.7,15.3,22.7,2.2,3,5.2,0.113,0.7,1.4,2,2.2,"Danny Manning","mannida01","1990-91"
"1991","92",25,"LAC","NBA","PF",82,2904,19.7,0.577,0.004,0.321,8.7,12.9,10.8,15.8,2.3,2.6,13.3,23.1,5.3,4.5,9.8,0.162,2.6,1.7,4.3,4.6,"Danny Manning","mannida01","1991-92"
"1992","93",26,"LAC","NBA","PF",79,2761,19.6,0.565,0.022,0.351,7.8,13.1,10.4,11.7,1.9,2.3,12.6,27.2,4.7,3.1,7.9,0.137,1.9,0.1,2,2.8,"Danny Manning","mannida01","1992-93"
"1993","94",27,"TOT","NBA","PF",68,2520,16.4,0.519,0.014,0.284,5.6,14.2,9.9,17.2,1.9,2,14.7,26.3,0.7,2.8,3.5,0.066,-0.1,0.6,0.5,1.6,"Danny Manning","mannida01","1993-94"
"1993","94",27,"LAC","NBA","PF",42,1595,17.9,0.527,0.017,0.311,5.5,14.1,9.9,18.7,1.6,2.2,13.5,28.2,1,1.2,2.2,0.067,1.1,0,1.1,1.2,"Danny Manning","mannida01","1993-94"
"1993","94",27,"ATL","NBA","PF",26,925,13.8,0.501,0.008,0.223,5.8,14.3,10,14.6,2.5,1.8,17.4,23,-0.3,1.6,1.3,0.066,-2,1.5,-0.5,0.4,"Danny Manning","mannida01","1993-94"
"1994","95",28,"PHO","NBA","PF",46,1510,18.1,0.578,0.034,0.325,7.4,13.7,10.5,16.4,1.4,2.8,14.5,23.8,2.2,1.2,3.4,0.109,0.9,-0.1,0.8,1.1,"Danny Manning","mannida01","1994-95"
"1995","96",29,"PHO","NBA","PF",33,816,14.7,0.506,0.036,0.281,4.3,15.8,10.1,13.9,2.4,2.2,15,28,-0.5,0.9,0.4,0.026,-2.8,0.1,-2.6,-0.1,"Danny Manning","mannida01","1995-96"
"1996","97",30,"PHO","NBA","PF",77,2134,17.9,0.574,0.045,0.316,7.5,18,12.8,13.7,2,2.6,15.1,22.5,2.8,2.4,5.2,0.117,0.1,0.9,1,1.6,"Danny Manning","mannida01","1996-97"
"1997","98",31,"PHO","NBA","PF",70,1794,19.8,0.554,0.009,0.299,7.3,17.9,12.8,13.6,2.1,1.9,10.5,24.1,3.5,3,6.5,0.174,1.4,1.3,2.7,2.1,"Danny Manning","mannida01","1997-98"
"1998","99",32,"PHO","NBA","PF",50,1184,15.4,0.52,0.023,0.29,6,15.7,10.8,16.2,1.6,2.4,13.7,19.7,1.4,1.2,2.6,0.104,-0.5,0.6,0.1,0.6,"Danny Manning","mannida01","1998-99"
"1999","00",33,"MIL","NBA","PF",72,1217,10.1,0.46,0.012,0.153,4.8,15.1,10,8.9,2.6,1.8,13.2,15.2,-0.1,1.1,1,0.039,-3.3,0.7,-2.6,-0.2,"Danny Manning","mannida01","1999-00"
